#X     Z        log_Rho      Rho    
45.00  -57.38   2.30         200.00 
45.00  -58.89   2.30         200.00 
45.00  -60.40   2.30         200.00 
47.50  0.00     1.87         74.00  
47.50  -1.51    1.86         73.00  
47.50  -3.02    1.85         71.00  
47.50  -4.53    1.85         70.00  
47.50  -6.04    1.83         68.00  
47.50  -7.55    1.82         66.00  
47.50  -9.06    1.81         64.00  
47.50  -10.57   1.81         64.00  
47.50  -12.08   1.82         66.00  
47.50  -13.59   1.85         70.00  
47.50  -15.10   1.87         74.00  
47.50  -16.61   1.89         78.00  
47.50  -18.12   1.91         81.00  
47.50  -19.63   1.93         86.00  
47.50  -21.14   1.96         92.00  
47.50  -22.65   2.00         99.00  
47.50  -24.16   2.03         106.00 
47.50  -25.67   2.05         113.00 
47.50  -27.18   2.08         120.00 
47.50  -28.69   2.10         126.00 
47.50  -30.20   2.12         131.00 
47.50  -31.71   2.13         136.00 
47.50  -33.22   2.15         141.00 
47.50  -34.73   2.16         145.00 
47.50  -36.24   2.18         150.00 
47.50  -37.75   2.19         154.00 
47.50  -39.26   2.20         159.00 
47.50  -40.77   2.21         164.00 
47.50  -42.28   2.24         172.00 
47.50  -43.79   2.25         179.00 
47.50  -45.30   2.27         186.00 
47.50  -46.81   2.29         193.00 
47.50  -48.32   2.30         198.00 
47.50  -49.83   2.30         200.00 
47.50  -51.34   2.30         200.00 
47.50  -52.85   2.30         200.00 
47.50  -54.36   2.30         200.00 
47.50  -55.87   2.30         200.00 
47.50  -57.38   2.30         200.00 
47.50  -58.89   2.30         200.00 
47.50  -60.40   2.30         200.00 
50.00  0.00     1.87         74.00  
50.00  -1.51    1.86         73.00  
50.00  -3.02    1.85         71.00  
50.00  -4.53    1.85         70.00  
50.00  -6.04    1.83         68.00  
50.00  -7.55    1.82         66.00  
50.00  -9.06    1.81         64.00  
50.00  -10.57   1.81         64.00  
50.00  -12.08   1.83         67.00  
50.00  -13.59   1.85         71.00  
50.00  -15.10   1.87         74.00  
50.00  -16.61   1.89         78.00  
50.00  -18.12   1.91         82.00  
50.00  -19.63   1.93         86.00  
50.00  -21.14   1.97         93.00  
50.00  -22.65   2.00         100.00 
50.00  -24.16   2.03         107.00 
50.00  -25.67   2.06         115.00 
50.00  -27.18   2.09         122.00 
50.00  -28.69   2.11         128.00 
50.00  -30.20   2.12         132.00 
50.00  -31.71   2.14         137.00 
50.00  -33.22   2.15         141.00 
50.00  -34.73   2.16         146.00 
50.00  -36.24   2.18         151.00 
50.00  -37.75   2.19         155.00 
50.00  -39.26   2.20         160.00 
50.00  -40.77   2.22         165.00 
50.00  -42.28   2.24         172.00 
50.00  -43.79   2.26         180.00 
50.00  -45.30   2.27         187.00 
50.00  -46.81   2.29         194.00 
50.00  -48.32   2.30         199.00 
50.00  -49.83   2.30         200.00 
50.00  -51.34   2.30         200.00 
50.00  -52.85   2.30         200.00 
50.00  -54.36   2.30         200.00 
50.00  -55.87   2.30         200.00 
50.00  -57.38   2.30         200.00 
50.00  -58.89   2.30         200.00 
50.00  -60.40   2.30         200.00 
52.50  0.00     1.87         74.00  
52.50  -1.51    1.86         73.00  
52.50  -3.02    1.85         71.00  
52.50  -4.53    1.85         70.00  
52.50  -6.04    1.83         68.00  
52.50  -7.55    1.82         66.00  
52.50  -9.06    1.81         64.00  
52.50  -10.57   1.81         64.00  
52.50  -12.08   1.83         67.00  
52.50  -13.59   1.85         70.00  
52.50  -15.10   1.87         74.00  
52.50  -16.61   1.89         78.00  
52.50  -18.12   1.91         82.00  
52.50  -19.63   1.93         86.00  
52.50  -21.14   1.97         93.00  
52.50  -22.65   2.00         100.00 
52.50  -24.16   2.03         108.00 
52.50  -25.67   2.06         115.00 
52.50  -27.18   2.09         122.00 
52.50  -28.69   2.10         127.00 
52.50  -30.20   2.12         132.00 
52.50  -31.71   2.14         137.00 
52.50  -33.22   2.15         142.00 
52.50  -34.73   2.16         146.00 
52.50  -36.24   2.18         151.00 
52.50  -37.75   2.19         155.00 
52.50  -39.26   2.20         160.00 
52.50  -40.77   2.22         165.00 
52.50  -42.28   2.24         173.00 
52.50  -43.79   2.26         180.00 
52.50  -45.30   2.27         187.00 
52.50  -46.81   2.29         194.00 
52.50  -48.32   2.30         199.00 
52.50  -49.83   2.30         200.00 
52.50  -51.34   2.30         200.00 
52.50  -52.85   2.30         200.00 
52.50  -54.36   2.30         200.00 
52.50  -55.87   2.30         200.00 
52.50  -57.38   2.30         200.00 
52.50  -58.89   2.30         200.00 
52.50  -60.40   2.30         200.00 
55.00  0.00     1.87         74.00  
55.00  -1.51    1.86         73.00  
55.00  -3.02    1.85         71.00  
55.00  -4.53    1.85         70.00  
55.00  -6.04    1.83         68.00  
55.00  -7.55    1.82         66.00  
55.00  -9.06    1.81         64.00  
55.00  -10.57   1.81         64.00  
55.00  -12.08   1.82         66.00  
55.00  -13.59   1.85         70.00  
55.00  -15.10   1.87         74.00  
55.00  -16.61   1.89         78.00  
55.00  -18.12   1.91         82.00  
55.00  -19.63   1.93         86.00  
55.00  -21.14   1.96         92.00  
55.00  -22.65   2.00         99.00  
55.00  -24.16   2.03         106.00 
55.00  -25.67   2.05         113.00 
55.00  -27.18   2.08         119.00 
55.00  -28.69   2.10         125.00 
55.00  -30.20   2.11         130.00 
55.00  -31.71   2.13         135.00 
55.00  -33.22   2.15         140.00 
55.00  -34.73   2.16         145.00 
55.00  -36.24   2.18         150.00 
55.00  -37.75   2.19         155.00 
55.00  -39.26   2.20         159.00 
55.00  -40.77   2.22         165.00 
55.00  -42.28   2.24         172.00 
55.00  -43.79   2.25         178.00 
55.00  -45.30   2.27         185.00 
55.00  -46.81   2.28         191.00 
55.00  -48.32   2.29         197.00 
55.00  -49.83   2.30         200.00 
55.00  -51.34   2.30         200.00 
55.00  -52.85   2.30         200.00 
55.00  -54.36   2.30         200.00 
55.00  -55.87   2.30         200.00 
55.00  -57.38   2.30         200.00 
55.00  -58.89   2.30         200.00 
55.00  -60.40   2.30         200.00 
57.50  0.00     1.87         74.00  
57.50  -1.51    1.86         73.00  
57.50  -3.02    1.85         71.00  
57.50  -4.53    1.85         70.00  
57.50  -6.04    1.83         68.00  
57.50  -7.55    1.82         66.00  
57.50  -9.06    1.81         64.00  
57.50  -10.57   1.81         64.00  
57.50  -12.08   1.82         66.00  
57.50  -13.59   1.85         70.00  
57.50  -15.10   1.87         74.00  
57.50  -16.61   1.89         78.00  
57.50  -18.12   1.91         82.00  
57.50  -19.63   1.93         86.00  
57.50  -21.14   1.96         91.00  
57.50  -22.65   1.99         97.00  
57.50  -24.16   2.01         103.00 
57.50  -25.67   2.04         110.00 
57.50  -27.18   2.06         116.00 
57.50  -28.69   2.09         122.00 
57.50  -30.20   2.11         128.00 
57.50  -31.71   2.12         133.00 
57.50  -33.22   2.14         138.00 
57.50  -34.73   2.16         143.00 
57.50  -36.24   2.17         148.00 
57.50  -37.75   2.19         154.00 
57.50  -39.26   2.20         159.00 
57.50  -40.77   2.21         164.00 
57.50  -42.28   2.23         170.00 
57.50  -43.79   2.25         176.00 
57.50  -45.30   2.26         182.00 
57.50  -46.81   2.27         188.00 
57.50  -48.32   2.29         194.00 
57.50  -49.83   2.30         198.00 
57.50  -51.34   2.30         200.00 
57.50  -52.85   2.30         200.00 
57.50  -54.36   2.30         200.00 
57.50  -55.87   2.30         200.00 
57.50  -57.38   2.30         200.00 
57.50  -58.89   2.30         200.00 
57.50  -60.40   2.30         200.00 
60.00  0.00     1.87         74.00  
60.00  -1.51    1.86         73.00  
60.00  -3.02    1.85         71.00  
60.00  -4.53    1.85         70.00  
60.00  -6.04    1.83         68.00  
60.00  -7.55    1.82         66.00  
60.00  -9.06    1.81         64.00  
60.00  -10.57   1.81         64.00  
60.00  -12.08   1.82         66.00  
60.00  -13.59   1.85         70.00  
60.00  -15.10   1.87         74.00  
60.00  -16.61   1.89         78.00  
60.00  -18.12   1.91         82.00  
60.00  -19.63   1.93         86.00  
60.00  -21.14   1.96         91.00  
60.00  -22.65   1.99         97.00  
60.00  -24.16   2.01         103.00 
60.00  -25.67   2.03         108.00 
60.00  -27.18   2.06         114.00 
60.00  -28.69   2.08         120.00 
60.00  -30.20   2.10         126.00 
60.00  -31.71   2.12         131.00 
60.00  -33.22   2.13         136.00 
60.00  -34.73   2.15         142.00 
60.00  -36.24   2.17         147.00 
60.00  -37.75   2.18         153.00 
60.00  -39.26   2.20         159.00 
60.00  -40.77   2.21         164.00 
60.00  -42.28   2.23         170.00 
60.00  -43.79   2.24         175.00 
60.00  -45.30   2.26         181.00 
60.00  -46.81   2.27         186.00 
60.00  -48.32   2.28         192.00 
60.00  -49.83   2.30         198.00 
60.00  -51.34   2.30         200.00 
60.00  -52.85   2.30         200.00 
60.00  -54.36   2.30         200.00 
60.00  -55.87   2.30         200.00 
60.00  -57.38   2.30         200.00 
60.00  -58.89   2.30         200.00 
60.00  -60.40   2.30         200.00 
62.50  0.00     1.87         74.00  
62.50  -1.51    1.86         73.00  
62.50  -3.02    1.85         71.00  
62.50  -4.53    1.85         70.00  
62.50  -6.04    1.83         68.00  
62.50  -7.55    1.82         66.00  
62.50  -9.06    1.81         64.00  
62.50  -10.57   1.81         64.00  
62.50  -12.08   1.82         66.00  
62.50  -13.59   1.85         70.00  
62.50  -15.10   1.87         74.00  
62.50  -16.61   1.89         78.00  
62.50  -18.12   1.91         82.00  
62.50  -19.63   1.93         86.00  
62.50  -21.14   1.96         91.00  
62.50  -22.65   1.99         97.00  
62.50  -24.16   2.01         103.00 
62.50  -25.67   2.04         110.00 
62.50  -27.18   2.06         116.00 
62.50  -28.69   2.09         122.00 
62.50  -30.20   2.11         128.00 
62.50  -31.71   2.12         133.00 
62.50  -33.22   2.14         138.00 
62.50  -34.73   2.16         143.00 
62.50  -36.24   2.17         148.00 
62.50  -37.75   2.19         154.00 
62.50  -39.26   2.20         159.00 
62.50  -40.77   2.21         164.00 
62.50  -42.28   2.23         170.00 
62.50  -43.79   2.25         176.00 
62.50  -45.30   2.26         182.00 
62.50  -46.81   2.27         188.00 
62.50  -48.32   2.29         194.00 
62.50  -49.83   2.30         198.00 
62.50  -51.34   2.30         200.00 
62.50  -52.85   2.30         200.00 
62.50  -54.36   2.30         200.00 
62.50  -55.87   2.30         200.00 
62.50  -57.38   2.30         200.00 
62.50  -58.89   2.30         200.00 
62.50  -60.40   2.30         200.00 
65.00  0.00     1.87         74.00  
65.00  -1.51    1.86         73.00  
65.00  -3.02    1.85         71.00  
65.00  -4.53    1.85         70.00  
65.00  -6.04    1.83         68.00  
65.00  -7.55    1.82         66.00  
65.00  -9.06    1.81         64.00  
65.00  -10.57   1.81         64.00  
65.00  -12.08   1.82         66.00  
65.00  -13.59   1.85         70.00  
65.00  -15.10   1.87         74.00  
65.00  -16.61   1.89         78.00  
65.00  -18.12   1.91         82.00  
65.00  -19.63   1.93         86.00  
65.00  -21.14   1.96         92.00  
65.00  -22.65   2.00         99.00  
65.00  -24.16   2.03         106.00 
65.00  -25.67   2.05         113.00 
65.00  -27.18   2.08         119.00 
65.00  -28.69   2.10         125.00 
65.00  -30.20   2.11         130.00 
65.00  -31.71   2.13         135.00 
65.00  -33.22   2.15         140.00 
65.00  -34.73   2.16         145.00 
65.00  -36.24   2.18         150.00 
65.00  -37.75   2.19         155.00 
65.00  -39.26   2.20         159.00 
65.00  -40.77   2.22         165.00 
65.00  -42.28   2.24         172.00 
65.00  -43.79   2.25         178.00 
65.00  -45.30   2.27         185.00 
65.00  -46.81   2.28         191.00 
65.00  -48.32   2.29         197.00 
65.00  -49.83   2.30         200.00 
65.00  -51.34   2.30         200.00 
65.00  -52.85   2.30         200.00 
65.00  -54.36   2.30         200.00 
65.00  -55.87   2.30         200.00 
65.00  -57.38   2.30         200.00 
65.00  -58.89   2.30         200.00 
65.00  -60.40   2.30         200.00 
67.50  0.00     1.87         74.00  
67.50  -1.51    1.86         73.00  
67.50  -3.02    1.85         71.00  
67.50  -4.53    1.85         70.00  
67.50  -6.04    1.83         68.00  
67.50  -7.55    1.82         66.00  
67.50  -9.06    1.81         64.00  
67.50  -10.57   1.80         63.00  
67.50  -12.08   1.81         65.00  
67.50  -13.59   1.84         69.00  
67.50  -15.10   1.86         73.00  
67.50  -16.61   1.89         77.00  
67.50  -18.12   1.91         82.00  
67.50  -19.63   1.93         86.00  
67.50  -21.14   1.97         93.00  
67.50  -22.65   2.00         100.00 
67.50  -24.16   2.03         108.00 
67.50  -25.67   2.06         115.00 
67.50  -27.18   2.09         122.00 
67.50  -28.69   2.10         127.00 
67.50  -30.20   2.12         132.00 
67.50  -31.71   2.14         137.00 
67.50  -33.22   2.15         142.00 
67.50  -34.73   2.16         146.00 
67.50  -36.24   2.18         151.00 
67.50  -37.75   2.19         155.00 
67.50  -39.26   2.20         160.00 
67.50  -40.77   2.22         165.00 
67.50  -42.28   2.24         173.00 
67.50  -43.79   2.26         180.00 
67.50  -45.30   2.27         187.00 
67.50  -46.81   2.29         194.00 
67.50  -48.32   2.30         199.00 
67.50  -49.83   2.30         200.00 
67.50  -51.34   2.30         200.00 
67.50  -52.85   2.30         200.00 
67.50  -54.36   2.30         200.00 
67.50  -55.87   2.30         200.00 
67.50  -57.38   2.30         200.00 
67.50  -58.89   2.30         200.00 
67.50  -60.40   2.30         200.00 
70.00  0.00     1.87         74.00  
70.00  -1.51    1.86         73.00  
70.00  -3.02    1.85         71.00  
70.00  -4.53    1.84         69.00  
70.00  -6.04    1.83         67.00  
70.00  -7.55    1.81         65.00  
70.00  -9.06    1.80         63.00  
70.00  -10.57   1.79         62.00  
70.00  -12.08   1.81         64.00  
70.00  -13.59   1.84         69.00  
70.00  -15.10   1.86         73.00  
70.00  -16.61   1.89         77.00  
70.00  -18.12   1.91         82.00  
70.00  -19.63   1.93         86.00  
70.00  -21.14   1.97         93.00  
70.00  -22.65   2.00         100.00 
70.00  -24.16   2.03         108.00 
70.00  -25.67   2.06         116.00 
70.00  -27.18   2.09         122.00 
70.00  -28.69   2.10         126.00 
70.00  -30.20   2.11         130.00 
70.00  -31.71   2.13         135.00 
70.00  -33.22   2.15         140.00 
70.00  -34.73   2.16         145.00 
70.00  -36.24   2.18         150.00 
70.00  -37.75   2.19         155.00 
70.00  -39.26   2.20         160.00 
70.00  -40.77   2.22         165.00 
70.00  -42.28   2.24         173.00 
70.00  -43.79   2.26         180.00 
70.00  -45.30   2.27         188.00 
70.00  -46.81   2.29         196.00 
70.00  -48.32   2.30         200.00 
70.00  -49.83   2.30         200.00 
70.00  -51.34   2.30         200.00 
70.00  -52.85   2.30         200.00 
70.00  -54.36   2.30         200.00 
70.00  -55.87   2.30         200.00 
70.00  -57.38   2.30         200.00 
70.00  -58.89   2.30         200.00 
70.00  -60.40   2.30         200.00 
72.50  0.00     1.87         74.00  
72.50  -1.51    1.86         73.00  
72.50  -3.02    1.85         71.00  
72.50  -4.53    1.84         69.00  
72.50  -6.04    1.83         67.00  
72.50  -7.55    1.81         65.00  
72.50  -9.06    1.80         63.00  
72.50  -10.57   1.79         62.00  
72.50  -12.08   1.81         64.00  
72.50  -13.59   1.84         69.00  
72.50  -15.10   1.86         73.00  
72.50  -16.61   1.89         77.00  
72.50  -18.12   1.91         82.00  
72.50  -19.63   1.93         86.00  
72.50  -21.14   1.97         93.00  
72.50  -22.65   2.00         101.00 
72.50  -24.16   2.04         109.00 
72.50  -25.67   2.07         117.00 
72.50  -27.18   2.09         123.00 
72.50  -28.69   2.10         125.00 
72.50  -30.20   2.10         126.00 
72.50  -31.71   2.11         129.00 
72.50  -33.22   2.13         134.00 
72.50  -34.73   2.15         140.00 
72.50  -36.24   2.16         146.00 
72.50  -37.75   2.18         152.00 
72.50  -39.26   2.20         158.00 
72.50  -40.77   2.22         165.00 
